,cik,company_name,form_type,filing_date,accession,ticker
30566,1094285,TELEDYNE TECHNOLOGIES INC,10-K,2018-02-27,0001094285-18-000053,tdy
30567,1094348,Mattersight Corp,10-K,2018-03-12,0001564590-18-005322,matr
30568,1094392,RUDOLPH TECHNOLOGIES INC,10-K,2018-02-16,0001564590-18-002298,
30570,1094810,MUTUALFIRST FINANCIAL INC,10-K,2018-03-15,0001144204-18-014813,
30571,1094814,"Cartesian, Inc.",10-K,2018-03-30,0001094814-18-000017,
30572,1094831,"BGC Partners, Inc.",10-K,2018-02-22,0001564590-18-002896,bgcp
30573,1095007,DIVERSIFIED 2000 FUTURES FUND L.P.,10-K,2018-03-28,0001193125-18-099140,
30574,1095073,EVEREST RE GROUP LTD,10-K,2018-03-01,0001095073-18-000008,re
30576,1095277,INTERSECTIONS INC,10-K,2018-03-30,0001628280-18-003855,
30577,1095291,"WEB.COM GROUP, INC.",10-K,2018-02-23,0001095291-18-000022,
30578,1095315,PFSWEB INC,10-K,2018-03-16,0001564590-18-006047,pfsw
30579,1095565,HEALTHSTREAM INC,10-K,2018-02-26,0001193125-18-058490,hstm
30581,1095651,ISTAR INC.,10-K,2018-02-26,0001095651-18-000004,star-pi
30582,1095981,"CYTORI THERAPEUTICS, INC.",10-K,2018-03-09,0001564590-18-005136,pstv
30583,1095996,WILLIAM LYON HOMES,10-K,2018-02-22,0001628280-18-002079,
30587,1096343,MARKEL CORP,10-K,2018-02-23,0001096343-18-000042,mkl
30588,1096376,NUTRI SYSTEM INC /DE/,10-K,2018-02-28,0001564590-18-003818,
30589,1096385,VECTREN CORP,10-K,2018-02-21,0001096385-18-000021,vvc
30590,109657,"GT Biopharma, Inc.",10-K,2018-03-01,0001654954-18-002054,gtbp
30592,1096934,SITESTAR CORP,10-K,2018-03-30,0001564590-18-007238,syte
30593,1097149,ALIGN TECHNOLOGY INC,10-K,2018-02-28,0001097149-18-000010,algn
30594,1097396,CERES TACTICAL CURRENCY L.P.,10-K,2018-03-28,0001193125-18-099381,
30595,1097864,ON SEMICONDUCTOR CORP,10-K,2018-02-21,0001193125-18-051397,on
30597,1098146,PATRIOT NATIONAL BANCORP INC,10-K,2018-03-30,0001437749-18-005889,pnbk
30598,1098151,FIDELITY D & D BANCORP INC,10-K,2018-03-15,0001098151-18-000009,fdbc
30599,1098296,MIDAMERICAN FUNDING LLC,10-K,2018-02-26,0001081316-18-000014,
30600,1098880,IntelGenx Technologies Corp.,10-K,2018-03-29,0001062993-18-001414,igxt
30601,1098972,AGENUS INC,10-K,2018-03-16,0001564590-18-006093,agen
30602,1099160,BEASLEY BROADCAST GROUP INC,10-K,2018-02-20,0001193125-18-050343,bbgi
30604,1099219,METLIFE INC,10-K,2018-03-01,0000937834-18-000005,met-pf
30606,1099574,EASTGATE BIOTECH CORP,10-K,2018-03-01,0001640334-18-000403,etbi
30607,1099590,MERCADOLIBRE INC,10-K,2018-02-23,0001562762-18-000040,meli
30608,1099800,Edwards Lifesciences Corp,10-K,2018-02-16,0001099800-18-000007,ew
30609,1099941,"MVC CAPITAL, INC.",10-K,2018-01-16,0001104659-18-002418,
30611,110019,NORTHWEST PIPELINE LLC,10-K,2018-02-22,0000110019-18-000003,
30614,1100441,"RTI SURGICAL, INC.",10-K,2018-03-02,0001193125-18-068642,
30615,1100682,CHARLES RIVER LABORATORIES INTERNATIONAL INC,10-K,2018-02-13,0001100682-18-000005,crl
30617,1101026,"Zivo Bioscience, Inc.",10-K,2018-02-21,0001078782-18-000204,zivow
30618,1101215,ALLIANCE DATA SYSTEMS CORP,10-K,2018-02-27,0001101215-18-000066,ads
30619,1101239,EQUINIX INC,10-K,2018-02-26,0001628280-18-002212,eqix
30620,1101302,ENTEGRIS INC,10-K,2018-02-15,0001101302-18-000008,entg
30622,1102112,PACWEST BANCORP,10-K,2018-03-01,0001628280-18-002617,pacw
30623,1102266,CenterState Bank Corp,10-K,2018-02-28,0001564590-18-003758,
30624,1102358,"HighCom Global Security, Inc.",10-K,2018-03-30,0001493152-18-004233,hcgs
30626,1102993,LIVEPERSON INC,10-K,2018-03-15,0001102993-18-000030,lpsn
30627,1103021,BIODELIVERY SCIENCES INTERNATIONAL INC,10-K,2018-03-15,0001193125-18-084193,bdsi
30629,1103640,"OMPHALOS, CORP",10-K,2018-03-29,0001062993-18-001384,omps
30630,1103982,"Mondelez International, Inc.",10-K,2018-02-09,0001193125-18-037332,mdlz
30631,1104188,SOHU COM INC,10-K,2018-02-28,0001193125-18-062134,
30633,1104349,CAPELLA EDUCATION CO,10-K,2018-03-01,0001104349-18-000006,
30634,1104485,"NORTHERN OIL & GAS, INC.",10-K,2018-02-23,0001104485-18-000023,nog
30635,1104506,INSMED Inc,10-K,2018-02-23,0001104506-18-000002,insm
30636,1104657,MATERION Corp,10-K,2018-02-15,0001104657-18-000007,mtrn
30637,110471,WOLVERINE WORLD WIDE INC /DE/,10-K,2018-02-27,0000110471-18-000010,www
30638,1104855,"Support.com, Inc.",10-K,2018-03-22,0001140361-18-014667,sprt
30639,1105705,TIME WARNER INC.,10-K,2018-02-22,0001193125-18-053619,
30641,1106838,"Chanticleer Holdings, Inc.",10-K,2018-03-30,0001493152-18-004266,sonn
30642,1107280,OCULUS VISIONTECH INC.,10-K,2018-03-29,0001437749-18-005840,ovtz
30643,1107421,ZIOPHARM ONCOLOGY INC,10-K,2018-03-01,0001193125-18-067077,ziop
30644,1107843,"QUALYS, INC.",10-K,2018-02-23,0001107843-18-000003,qlys
30645,1108109,COMMUNITY HEALTH SYSTEMS INC,10-K,2018-02-28,0001193125-18-064091,cyh
30646,1108134,BERKSHIRE HILLS BANCORP INC,10-K,2018-03-01,0001108134-18-000007,bhlb
30647,1108205,CURIS INC,10-K,2018-03-08,0001108205-18-000005,cris
30648,1108236,AMERICAN RIVER BANKSHARES,10-K,2018-02-28,0001019056-18-000409,amrb
30649,1108320,SMTC CORP,10-K,2018-03-08,0001437749-18-004154,
30650,1108348,CITIBANK CREDIT CARD ISSUANCE TRUST,10-K,2018-03-30,0001193125-18-103221,
30651,1108426,PNM RESOURCES INC,10-K,2018-03-01,0001108426-18-000011,pnm
30652,1108524,SALESFORCE COM INC,10-K,2018-03-09,0001108524-18-000011,crm
30653,1108645,FRONTIER OILFIELD SERVICES INC,10-K,2018-03-30,0001387131-18-001291,tccr
30654,1108827,"QEP RESOURCES, INC.",10-K,2018-02-28,0001108827-18-000006,
30655,1108967,"CUI Global, Inc.",10-K,2018-03-14,0001437749-18-004564,oeg
30656,1109116,ENTRAVISION COMMUNICATIONS CORP,10-K,2018-03-30,0001564590-18-007267,evc
30657,1109189,BASIC ENERGY SERVICES INC,10-K,2018-02-28,0001109189-18-000036,basww
30658,1109242,HANMI FINANCIAL CORP,10-K,2018-03-01,0001628280-18-002628,hafc
30659,1109354,BRUKER CORP,10-K,2018-03-16,0001047469-18-001779,brkr
30660,1109357,EXELON CORP,10-K,2018-02-09,0001628280-18-001324,exc
30661,1109448,ALLIANCEBERNSTEIN L.P.,10-K,2018-02-13,0001109448-18-000011,
30662,1109546,PACIFIC MERCANTILE BANCORP,10-K,2018-03-02,0001109546-18-000006,pmbc
30663,1110607,"Deep Down, Inc.",10-K,2018-03-28,0001683168-18-000784,dpdw
30666,1110795,METLIFE POLICYHOLDER TRUST,10-K,2018-03-27,0000937834-18-000012,
30667,1110803,ILLUMINA INC,10-K,2018-02-13,0001110803-18-000009,ilmn
30668,1110805,NuStar Energy L.P.,10-K,2018-02-28,0001110805-18-000004,nss
30669,1111335,VISTEON CORP,10-K,2018-02-22,0001111335-18-000004,vc
30670,1111711,NISOURCE INC/DE,10-K,2018-02-20,0001111711-18-000008,nimc
30671,1111928,IPG PHOTONICS CORP,10-K,2018-02-28,0001111928-18-000034,ipgp
30672,1113148,"INFINITY PHARMACEUTICALS, INC.",10-K,2018-03-15,0001113148-18-000004,infi
30673,1113169,PRICE T ROWE GROUP INC,10-K,2018-02-16,0001113169-18-000009,trow
30674,1113232,AXCELIS TECHNOLOGIES INC,10-K,2018-03-14,0001558370-18-002060,acls
30676,1113481,MEDICINES CO /DE,10-K,2018-03-01,0001113481-18-000017,
30677,1113513,"MobileSmith, Inc.",10-K,2018-03-29,0001654954-18-003338,most
30678,1113809,BUILD A BEAR WORKSHOP INC,10-K,2018-03-15,0001437749-18-004676,bbw
30679,1114220,KERYX BIOPHARMACEUTICALS INC,10-K,2018-02-21,0001114220-18-000029,
30680,1114483,Integer Holdings Corp,10-K,2018-02-22,0001114483-18-000009,itgr
30682,1114927,FIRST NORTHERN COMMUNITY BANCORP,10-K,2018-03-08,0001140361-18-012591,fnrn
30683,1114995,IMPINJ INC,10-K,2018-03-15,0001564590-18-005846,pi
30684,1115055,PINNACLE FINANCIAL PARTNERS INC,10-K,2018-02-28,0001115055-18-000012,pnfpp
30685,1115128,Quotient Technology Inc.,10-K,2018-02-16,0001564590-18-002356,quot
30686,1115222,DUN & BRADSTREET CORP/NW,10-K,2018-02-22,0001115222-18-000004,
30687,1115836,Belmond Ltd.,10-K,2018-03-01,0001115836-18-000008,
30689,1116463,ORASURE TECHNOLOGIES INC,10-K,2018-02-28,0001193125-18-064054,osur
30690,1116942,TTM TECHNOLOGIES INC,10-K,2018-02-23,0001193125-18-055988,ttmi
30692,1117480,CHIMERIX INC,10-K,2018-03-01,0001117480-18-000008,cmrx
30693,1117733,CAFEPRESS INC.,10-K,2018-02-28,0001117733-18-000023,
30694,1118072,SKINOVATION PHARMACEUTICAL INC,10-K,2018-03-23,0001554795-18-000061,
30695,1118233,WORLDNET INC OF NEVADA,10-K,2018-03-23,0001477932-18-001436,
30696,1118237,MBT FINANCIAL CORP,10-K,2018-03-09,0001437749-18-004295,
30697,1118384,ROGERS INTERNATIONAL RAW MATERIALS FUND LP,10-K,2018-03-27,0001118384-18-000003,
30701,11199,BEMIS CO INC,10-K,2018-02-23,0000011199-18-000012,
30702,1120193,"NASDAQ, INC.",10-K,2018-02-28,0001120193-18-000003,ndaq
30703,1120370,"BROADWIND ENERGY, INC.",10-K,2018-02-27,0001120370-18-000010,bwen
30704,1120914,PDF SOLUTIONS INC,10-K,2018-03-16,0001437749-18-004863,pdfs
30705,1120970,Comstock Mining Inc.,10-K,2018-02-20,0001120970-18-000007,lode
30706,1121484,"OIL STATES INTERNATIONAL, INC",10-K,2018-02-20,0001121484-18-000022,ois
30707,1121702,"YIELD10 BIOSCIENCE, INC.",10-K,2018-03-12,0001121702-18-000009,yten
30708,1121745,ATLAS AMERICA PUBLIC #9 LTD.,10-K,2018-03-28,0001121745-18-000004,
30709,1121788,GARMIN LTD,10-K,2018-02-21,0001615774-18-001344,grmn
30710,1122304,AETNA INC /PA/,10-K,2018-02-23,0001122304-18-000027,aet
30711,1122388,ELLIE MAE INC,10-K,2018-03-01,0001122388-18-000010,elli
30712,1122904,"NETGEAR, INC",10-K,2018-02-16,0001122904-18-000076,ntgr
30713,1122976,POLYONE CORP,10-K,2018-02-15,0001122976-18-000007,avnt
30714,1123316,"Crystal Rock Holdings, Inc.",10-K,2018-01-24,0001171843-18-000600,
30716,1123360,GLOBAL PAYMENTS INC,10-K,2018-02-23,0001123360-18-000007,gpn
30717,1123494,HARVARD BIOSCIENCE INC,10-K,2018-03-16,0001171843-18-002041,hbio
30718,1123596,"BAB, INC.",10-K,2018-02-26,0001437749-18-003295,babb
30719,1123852,NORTHERN STATES POWER CO,10-K,2018-02-26,0001123852-18-000003,
30720,1123979,SENOMYX INC,10-K,2018-03-08,0001437749-18-004201,snmx
30721,1124105,"CATALYST BIOSCIENCES, INC.",10-K,2018-03-19,0001564590-18-006216,cbio
30722,1124140,EXACT SCIENCES CORP,10-K,2018-02-22,0001558370-18-000941,exas
30723,1124198,FLUOR CORP,10-K,2018-02-20,0001047469-18-000900,flr
30724,1124524,"Cryoport, Inc.",10-K,2018-03-08,0001144204-18-013595,cyrx
30725,1124610,"VMWARE, INC.",10-K,2018-03-29,0001124610-18-000012,vmw
30726,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",10-K,2018-02-26,0001564590-18-003105,mdrx
30728,1125259,CARNIVAL PLC,10-K,2018-01-29,0000815097-18-000005,cukpf
30730,1125264,ATEL CAPITAL EQUIPMENT FUND IX LLC,10-K,2018-03-27,0001144204-18-016944,
30731,1125345,MACROGENICS INC,10-K,2018-02-27,0001125345-18-000022,mgnx
30732,1125376,"ENSIGN GROUP, INC",10-K,2018-02-08,0001125376-18-000028,ensg
30733,1125920,SHUTTERFLY INC,10-K,2018-02-20,0001125920-18-000004,
30735,1126234,NEWLINK GENETICS CORP,10-K,2018-03-05,0001126234-18-000026,lumo
30736,1126294,"GenOn Energy, Inc.",10-K,2018-03-30,0001126294-18-000004,
30737,1126328,PRINCIPAL FINANCIAL GROUP INC,10-K,2018-02-09,0001047469-18-000695,pfg
30740,1126975,MAGELLAN MIDSTREAM PARTNERS LP,10-K,2018-02-16,0001126975-18-000071,mmp
30741,1127371,CENTRAL VALLEY COMMUNITY BANCORP,10-K,2018-03-14,0001127371-18-000035,cvcy
30742,1127703,PROASSURANCE CORP,10-K,2018-02-21,0001706397-18-000004,pra
30743,1128189,"ProtoKinetix, Inc.",10-K,2018-03-09,0001079973-18-000141,pktx
30744,1128250,BA Credit Card Trust,10-K,2018-03-28,0001140361-18-015379,
30745,1128361,HOPE BANCORP INC,10-K,2018-03-01,0001128361-18-000006,hope
30747,1128928,FLOWERS FOODS INC,10-K,2018-02-21,0001564590-18-002612,flo
30749,1129155,MARINE PRODUCTS CORP,10-K,2018-02-28,0001144204-18-011707,mpx
30750,1129260,"VOCERA COMMUNICATIONS, INC.",10-K,2018-03-05,0001129260-18-000008,vcra
30751,1129542,VECTREN UTILITY HOLDINGS INC,10-K,2018-03-08,0001129542-18-000004,
30752,1130144,SIERRA BANCORP,10-K,2018-03-14,0001564590-18-005498,bsrr
30753,1130166,"Cyclacel Pharmaceuticals, Inc.",10-K,2018-03-30,0001571049-18-000206,cyccp
30754,1130310,CENTERPOINT ENERGY INC,10-K,2018-02-22,0001130310-18-000003,cnp-pb
30755,1130464,BLACK HILLS CORP /SD/,10-K,2018-02-26,0001130464-18-000014,bkh
30756,1130598,"Onconova Therapeutics, Inc.",10-K,2018-03-16,0001047469-18-001777,ontxw
30757,1130713,"OVERSTOCK.COM, INC",10-K,2018-03-15,0001130713-18-000019,ostko
30758,1130758,AEI INCOME & GROWTH FUND 24 LLC,10-K,2018-03-30,0001326321-18-000009,
30759,1130889,CANCER CAPITAL CORP,10-K,2018-03-23,0001554795-18-000059,cncl
30760,1131096,ATHENAHEALTH INC,10-K,2018-02-01,0001131096-18-000022,
30761,1131227,HORNBECK OFFSHORE SERVICES INC /LA,10-K,2018-02-28,0001628280-18-002511,
30762,1131312,ZION OIL & GAS INC,10-K,2018-03-12,0001213900-18-002832,znogw
30763,1131324,GENOMIC HEALTH INC,10-K,2018-03-14,0001558370-18-002061,
30764,1131903,SPECTRAL CAPITAL Corp,10-K,2018-03-19,0001096906-18-000152,fccn
30765,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",10-K,2018-03-29,0001558370-18-002522,spwh
30766,1132651,AMES NATIONAL CORP,10-K,2018-03-12,0001437749-18-004412,atlo
30767,1133311,TRAVELZOO,10-K,2018-03-16,0001133311-18-000007,tzoo
30768,1133416,GALECTIN THERAPEUTICS INC,10-K,2018-03-29,0001193125-18-100592,galt
30769,1133421,NORTHROP GRUMMAN CORP /DE/,10-K,2018-01-29,0001133421-18-000005,noc
30772,1133869,"CAPRICOR THERAPEUTICS, INC.",10-K,2018-03-22,0001144204-18-016468,capr
30773,1134115,INTERNATIONAL TOWER HILL MINES LTD,10-K,2018-03-16,0001279569-18-000460,thm
30775,1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,10-K,2018-02-22,0001564590-18-002824,aaww
30776,1135202,EL CAPITAN PRECIOUS METALS INC,10-K,2018-03-30,0001214659-18-002510,
30777,1135657,"Eco-Stim Energy Solutions, Inc.",10-K,2018-03-19,0001493152-18-003573,
30778,1135971,PEPCO HOLDINGS LLC,10-K,2018-02-09,0001628280-18-001324,
30779,1136174,"CATASYS, INC.",10-K,2018-03-07,0001437749-18-004095,otrkp
30781,1136352,Crestwood Equity Partners LP,10-K,2018-02-26,0001136352-18-000004,ceqp-p
30782,1136869,"ZIMMER BIOMET HOLDINGS, INC.",10-K,2018-02-27,0001564590-18-003549,zbh
30783,1136893,"Fidelity National Information Services, Inc.",10-K,2018-02-22,0001136893-18-000011,fis
30784,1137005,"CURATIVE BIOSCIENCES, INC.",10-K,2018-02-23,0001493152-18-002542,
30788,1137547,UNITED SECURITY BANCSHARES,10-K,2018-03-02,0001137547-18-000005,ubfo
30789,1137774,PRUDENTIAL FINANCIAL INC,10-K,2018-02-16,0001137774-18-000063,pfh
30791,1137883,BRAINSTORM CELL THERAPEUTICS INC.,10-K,2018-03-08,0001144204-18-013470,bcli
30792,1138118,"CBRE GROUP, INC.",10-K,2018-03-01,0001564590-18-003991,cbre
30793,1138258,"GENON MID-ATLANTIC, LLC",10-K,2018-03-30,0001126294-18-000004,
30794,1138639,INFINERA Corp,10-K,2018-02-28,0001138639-18-000038,infn
30796,1138776,"Aevi Genomic Medicine, Inc.",10-K,2018-03-13,0001144204-18-014238,
30798,1139552,WFN CREDIT CO LLC,10-K,2018-03-27,0001101215-18-000077,
30799,1139812,MB FINANCIAL INC /MD,10-K,2018-02-26,0001139812-18-000017,
30800,1140096,WORLD FINANCIAL NETWORK CREDIT CARD MASTER TRUST,10-K,2018-03-27,0001101215-18-000077,
30801,1140102,"Command Center, Inc.",10-K,2018-03-29,0001654954-18-003383,hqi
30803,1140536,WILLIS TOWERS WATSON PLC,10-K,2018-02-28,0001140536-18-000008,wltw
30804,1140761,GENON AMERICAS GENERATION LLC,10-K,2018-03-30,0001126294-18-000004,
30806,1141103,CROSS COUNTRY HEALTHCARE INC,10-K,2018-03-02,0001628280-18-002702,ccrn
30807,1141197,PEDEVCO CORP,10-K,2018-03-29,0001654954-18-003379,ped
30808,1141240,LIQUIDMETAL TECHNOLOGIES INC,10-K,2018-03-06,0001437749-18-004036,lqmt
30809,1141391,Mastercard Inc,10-K,2018-02-14,0001141391-18-000009,ma
30810,1141688,LANDMARK BANCORP INC,10-K,2018-03-14,0001493152-18-003321,lark
30811,1141807,1ST CONSTITUTION BANCORP,10-K,2018-03-19,0001141807-18-000005,fccy
30813,1142412,MISSION BROADCASTING INC,10-K,2018-03-23,0001564590-18-006689,
30814,1142417,"NEXSTAR MEDIA GROUP, INC.",10-K,2018-03-01,0001564590-18-003921,nxst
30815,1142596,NUVASIVE INC,10-K,2018-02-26,0001564590-18-003264,nuva
30816,1142750,AMN HEALTHCARE SERVICES INC,10-K,2018-02-16,0001142750-18-000004,amn
30818,1143068,GREAT PLAINS ENERGY INC,10-K,2018-02-21,0001143068-18-000015,
30821,1144519,Bunge LTD,10-K,2018-02-23,0001144519-18-000008,bgepf
30822,1144980,ASBURY AUTOMOTIVE GROUP INC,10-K,2018-02-27,0001144980-18-000053,abg
30823,1145057,"FORESCOUT TECHNOLOGIES, INC",10-K,2018-02-22,0001145057-18-000008,
30824,1145197,INSULET CORP,10-K,2018-02-22,0001145197-18-000004,podd
30826,1145765,GLOBAL MACRO TRUST,10-K,2018-03-29,0001615774-18-002184,
30827,1145986,ASPEN AEROGELS INC,10-K,2018-03-01,0001564590-18-004115,aspn
30828,11544,BERKLEY W R CORP,10-K,2018-02-23,0000011544-18-000012,wrb-ph
30829,1156039,"Anthem, Inc.",10-K,2018-02-21,0001156039-18-000003,antm
30830,1156041,HOUSTON AMERICAN ENERGY CORP,10-K,2018-03-30,0001493152-18-004278,husa
30831,1156174,LAKE AREA CORN PROCESSORS LLC,10-K,2018-03-02,0001156174-18-000006,lkcru
30832,1156375,CME GROUP INC.,10-K,2018-03-01,0001156375-18-000026,cme
30833,1156388,BIG 5 SPORTING GOODS Corp,10-K,2018-02-28,0001564590-18-003743,bgfv
30838,1157601,"MADRIGAL PHARMACEUTICALS, INC.",10-K,2018-03-13,0001047469-18-001557,mdgl
30839,1157647,"Western New England Bancorp, Inc.",10-K,2018-03-15,0001387131-18-001078,wneb
30840,1157762,CHINA AUTOMOTIVE SYSTEMS INC,10-K,2018-03-29,0001144204-18-017693,caas
30841,1157806,ENCANA CORP,10-K,2018-02-26,0001193125-18-057708,
30842,1157987,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1,10-K,2018-03-21,0001174947-18-000430,
30843,1158114,"APPLIED OPTOELECTRONICS, INC.",10-K,2018-02-28,0001558370-18-001271,aaoi
30844,1158172,"COMSCORE, INC.",10-K,2018-03-23,0001158172-18-000050,scor
30848,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",10-K,2018-02-23,0001047469-18-000988,ccoi
30849,1158420,CHINA HGS REAL ESTATE INC.,10-K,2018-01-03,0001144204-18-000327,hgsh
30851,1158449,ADVANCE AUTO PARTS INC,10-K,2018-02-21,0001158449-18-000039,aap
30852,1158463,JETBLUE AIRWAYS CORP,10-K,2018-02-16,0001158463-18-000018,jblu
30853,1158659,PSEG POWER LLC,10-K,2018-02-26,0000788784-18-000004,
30855,1158895,LEMAITRE VASCULAR INC,10-K,2018-03-09,0001193125-18-076905,lmat
30856,1159036,HALOZYME THERAPEUTICS INC,10-K,2018-02-20,0001159036-18-000011,halo
30857,1159167,IROBOT CORP,10-K,2018-02-16,0001159167-18-000004,irbt
30858,1159275,KIWA BIO-TECH PRODUCTS GROUP CORP,10-K,2018-03-30,0001493152-18-004295,kwbt
30859,1159281,FIVE STAR SENIOR LIVING INC.,10-K,2018-03-21,0001159281-18-000007,fve
30860,1159408,FORD CREDIT FLOORPLAN MASTER OWNER TRUST A,10-K,2018-03-27,0001159408-18-000008,
30861,1160308,Savara Inc,10-K,2018-03-14,0001564590-18-005610,svra
30862,1160661,SOUTHERN POWER CO,10-K,2018-02-21,0000092122-18-000012,
30863,1160791,GOLD RESOURCE CORP,10-K,2018-03-08,0001558370-18-001714,goro
30864,1160945,NOVA STAR INNOVATIONS INC,10-K,2018-03-23,0001477932-18-001429,
30865,1160958,INPHI Corp,10-K,2018-02-28,0001437749-18-003532,
30866,1161154,"Energy Transfer Partners, L.P.",10-K,2018-02-23,0001161154-18-000018,
30867,1161364,MEDIACOM BROADBAND LLC,10-K,2018-03-02,0001193125-18-068674,
30868,1161366,MEDIACOM BROADBAND CORP,10-K,2018-03-02,0001193125-18-068674,
30869,1161582,"GROWLIFE, INC.",10-K,2018-03-28,0001654954-18-003286,phot
30870,1161728,MGE ENERGY INC,10-K,2018-02-23,0001161728-18-000003,mgee
30871,1162112,"RigNet, Inc.",10-K,2018-03-06,0001193125-18-072202,rnet
30872,1162194,FLUIDIGM CORP,10-K,2018-03-08,0001162194-18-000032,fldm
30873,1162283,MORGAN GROUP HOLDING CO,10-K,2018-03-23,0001206774-18-000929,mghl
30874,1162461,CUTERA INC,10-K,2018-03-26,0001437749-18-005473,cutr
30875,1162556,DOVER DOWNS GAMING & ENTERTAINMENT INC,10-K,2018-03-01,0001104659-18-014097,
30876,1163165,CONOCOPHILLIPS,10-K,2018-02-20,0001193125-18-049729,cop
30877,1163199,FNB BANCORP/CA/,10-K,2018-03-14,0001019056-18-000431,
30878,1163302,UNITED STATES STEEL CORP,10-K,2018-02-21,0001163302-18-000011,x
30879,1163321,CAPITAL ONE MULTI ASSET EXECUTION TRUST,10-K,2018-03-30,0001193125-18-103167,
30880,1163370,NORTHRIM BANCORP INC,10-K,2018-03-13,0001163370-18-000006,nrim
30881,1163389,NEW PEOPLES BANKSHARES INC,10-K,2018-03-23,0001721868-18-000198,nwpp
30882,1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,10-K,2018-03-21,0001163609-18-000008,sdsya
30883,1163739,NABORS INDUSTRIES LTD,10-K,2018-03-01,0001558370-18-001382,nbrwf
30885,1164727,NEWMONT MINING CORP /DE/,10-K,2018-02-22,0001558370-18-000894,nem
30886,1164863,"ENPRO INDUSTRIES, INC",10-K,2018-02-26,0001164863-18-000009,npo
30888,1165002,WESTWOOD HOLDINGS GROUP INC,10-K,2018-02-23,0001165002-18-000014,whg
30890,1166003,"XPO Logistics, Inc.",10-K,2018-02-12,0001166003-18-000022,xpo
30891,1166126,J C PENNEY CO INC,10-K,2018-03-19,0001166126-18-000014,
30892,1166388,VERINT SYSTEMS INC,10-K,2018-03-29,0001166388-18-000013,vrnt
30893,1166691,COMCAST CORP,10-K,2018-01-31,0001166691-18-000004,ccz
30894,1166928,WEST BANCORPORATION INC,10-K,2018-03-01,0001166928-18-000014,wtba
30895,1167609,BRIGHTHOUSE LIFE INSURANCE Co OF NY,10-K,2018-03-23,0001167609-18-000011,
30896,1168054,CIMAREX ENERGY CO,10-K,2018-02-23,0001168054-18-000004,cimxp
30897,1168165,EXELON GENERATION CO LLC,10-K,2018-02-09,0001628280-18-001324,
30898,1168220,ULURU Inc.,10-K,2018-03-30,0001168220-18-000008,ulur
30899,1168455,PLUMAS BANCORP,10-K,2018-03-12,0001437749-18-004387,plbc
30900,1168696,REGAL ENTERTAINMENT GROUP,10-K,2018-03-01,0001168696-18-000003,
30901,1169055,NOBLE CORP,10-K,2018-02-23,0001628280-18-002128,
30902,1169264,SYNIVERSE HOLDINGS INC,10-K,2018-03-14,0001169264-18-000014,
30903,1169445,COMPUTER PROGRAMS & SYSTEMS INC,10-K,2018-03-14,0001169445-18-000006,cpsi
30905,1169652,CHANNELADVISOR CORP,10-K,2018-02-13,0001169652-18-000011,ecom
30906,1169770,"BANC OF CALIFORNIA, INC.",10-K,2018-02-28,0001169770-18-000004,banc-pe
30907,1169987,"HTG MOLECULAR DIAGNOSTICS, INC",10-K,2018-03-23,0001564590-18-006602,htgm
30908,1169988,BOINGO WIRELESS INC,10-K,2018-03-12,0001047469-18-001548,wifi
30910,1170534,MITEL NETWORKS CORP,10-K,2018-02-28,0001193125-18-061717,mitl
30911,1170991,DCT Industrial Trust Inc.,10-K,2018-02-16,0001170991-18-000006,
30912,1171040,FIRST NATIONAL FUNDING LLC,10-K,2018-03-29,0001193125-18-100929,
30914,1171486,NATURAL RESOURCE PARTNERS LP,10-K,2018-03-01,0001171486-18-000014,nrp
30915,1171662,TRIPLE-S MANAGEMENT CORP,10-K,2018-03-07,0001140361-18-012454,gts
30916,1171759,RED ROBIN GOURMET BURGERS INC,10-K,2018-02-27,0001171759-18-000007,rrgb
